0,536,23,94,0.000107,-1
99,387,62,295,0.001569,-1
0,395,45,150,0.002934,-1
608,87,29,209,0.001248,-1
797,332,226,350,0.000259,-1
836,569,30,41,0.000079,-1
210,352,69,84,0.005271,-1
230,352,49,44,0.000190,-1
731,71,68,136,0.002801,-1
411,110,273,291,0.009381,-1
425,607,142,75,0.000812,-1
618,573,103,63,0.000018,-1
619,600,102,36,0.000029,-1
340,446,48,111,0.000338,-1
606,332,417,350,0.002057,-1
0,657,101,25,0.000265,-1
985,26,38,400,0.000638,-1
484,416,55,96,0.001106,-1
951,375,50,69,0.000032,-1
814,25,209,494,0.000231,-1
798,525,109,157,0.000446,-1
469,110,112,176,0.001674,-1
210,352,60,84,0.001526,-1
427,332,596,350,0.000910,-1
840,631,115,51,0.000042,-1
840,632,67,50,0.000110,-1
721,629,55,53,0.000041,-1
411,263,273,138,0.001313,-1
467,399,83,113,0.000442,-1
797,541,45,141,0.000214,-1
840,632,154,50,0.000026,-1
619,600,157,82,0.000053,-1
798,613,157,69,0.000419,-1
721,605,55,77,0.000073,-1
721,579,55,103,0.000358,-1
443,368,45,46,0.000195,-1
564,521,328,161,0.001385,-1
618,573,102,32,0.002408,-1
814,25,199,494,0.000326,-1
574,530,147,106,0.000007,-1
326,399,224,83,0.000421,-1
0,0,321,416,0.002619,-1
326,377,295,236,0.000060,-1
574,522,266,160,0.000613,-1
359,399,191,83,0.000228,-1
825,494,98,46,0.000037,-1
269,446,173,220,0.000024,-1
585,557,191,125,0.002052,-1
618,573,103,63,0.000018,-1
767,538,31,144,0.000565,-1
798,613,76,69,0.000240,-1
808,560,29,74,0.000135,-1
797,525,95,157,0.001357,-1
411,4,393,526,0.000824,-1
797,541,39,90,0.000954,-1
564,537,276,145,0.000891,-1
210,352,103,88,0.010805,-1
619,587,102,49,0.000014,-1
564,530,167,152,0.000136,-1
619,600,124,82,0.000015,-1
721,565,49,104,0.000412,-1
798,613,109,69,0.000110,-1
427,411,480,271,0.001839,-1
798,626,109,56,0.000066,-1
798,613,94,69,0.000291,-1
210,352,60,85,0.002221,-1
427,25,596,657,0.000163,-1
574,494,449,188,0.001851,-1
554,4,139,378,0.002103,-1
619,575,157,107,0.000318,-1
814,25,209,657,0.000315,-1
647,538,73,67,0.000105,-1
873,332,150,350,0.000051,-1
478,416,61,96,0.001971,-1
825,494,149,46,0.001734,-1
643,605,133,77,0.000019,-1
619,587,102,88,0.000035,-1
618,573,103,102,0.000013,-1
606,494,317,188,0.000107,-1
269,388,281,94,0.002023,-1
798,601,109,81,0.000209,-1
797,541,110,141,0.001038,-1
721,605,47,64,0.000046,-1
721,521,186,161,0.002498,-1
210,352,120,105,0.008008,-1
298,400,222,82,0.000806,-1
298,388,222,94,0.001834,-1
376,399,464,283,0.000773,-1
618,538,180,144,0.000282,-1
687,538,111,144,0.000258,-1
643,610,77,65,0.000011,-1
808,540,58,94,0.002995,-1
519,186,55,85,0.000451,-1
574,523,224,159,0.000574,-1
587,600,189,82,0.000931,-1
797,521,45,161,0.000697,-1
816,332,207,350,0.000172,-1
871,517,103,23,0.000139,-1
720,575,48,94,0.000095,-1
574,530,46,88,0.000735,-1
721,538,77,144,0.000293,-1
279,388,51,68,0.001001,-1
548,374,131,55,0.000883,-1
574,25,449,657,0.001072,-1
618,538,103,98,0.000005,-1
376,400,144,82,0.000325,-1
298,377,252,105,0.002316,-1
359,395,161,87,0.000800,-1
623,538,97,67,0.000147,-1
797,541,95,141,0.002014,-1
298,368,478,314,0.000094,-1
0,0,1023,682,0.000575,-1
210,339,310,143,0.001550,-1
210,352,265,130,0.000713,-1
687,540,55,42,0.000007,-1
619,565,157,117,0.000305,-1
574,530,38,88,0.001437,-1
319,0,485,530,0.000693,-1
438,416,101,100,0.000177,-1
359,4,445,609,0.000260,-1
210,352,74,85,0.007502,-1
798,601,157,81,0.000226,-1
816,525,90,157,0.000551,-1
721,538,186,144,0.001445,-1
0,234,567,448,0.000108,-1
798,525,177,157,0.000035,-1
798,494,138,188,0.000173,-1
411,263,273,166,0.000964,-1
797,541,40,93,0.000847,-1
721,605,55,77,0.000073,-1
807,560,35,103,0.000096,-1
666,603,102,66,0.000022,-1
0,395,45,235,0.002266,-1
643,538,155,144,0.000193,-1
564,537,212,145,0.001135,-1
721,565,55,117,0.000536,-1
319,0,704,522,0.000257,-1
319,0,704,682,0.000071,-1
298,399,252,117,0.000374,-1
721,525,254,157,0.000164,-1
798,525,94,157,0.001438,-1
298,263,510,419,0.000349,-1
425,220,598,462,0.000402,-1
619,538,221,144,0.000080,-1
210,352,340,314,0.000806,-1
518,374,113,48,0.000893,-1
797,525,84,138,0.002874,-1
359,377,191,105,0.003966,-1
438,419,72,97,0.001649,-1
643,332,380,350,0.003943,-1
721,538,171,144,0.002701,-1
797,541,95,141,0.002014,-1
271,388,98,68,0.007733,-1
257,388,73,57,0.002393,-1
