376,307,52,45,0.000156,-1
263,547,177,52,0.000121,-1
731,527,68,72,0.005122,-1
147,545,68,54,0.000051,-1
0,544,45,55,0.000135,-1
0,398,51,83,0.000005,-1
428,0,65,25,0.000070,-1
0,488,249,111,0.000072,-1
0,544,167,55,0.000509,-1
662,0,37,103,0.000001,-1
426,23,73,59,0.000937,-1
563,85,42,113,0.026168,-1
428,0,71,61,0.001106,-1
0,9,63,177,0.006089,-1
16,164,146,147,0.001758,-1
377,307,51,45,0.000182,-1
563,77,95,121,0.557808,-1
0,9,65,177,0.006745,-1
463,0,336,238,0.000086,-1
96,385,61,38,0.000164,-1
110,556,57,43,0.000160,-1
16,163,172,148,0.007433,-1
463,0,236,238,0.003195,-1
463,0,236,199,0.000145,-1
608,307,137,42,0.001534,-1
128,384,66,41,0.000164,-1
0,544,100,55,0.000019,-1
651,362,119,13,0.000003,-1
102,384,92,49,0.001710,-1
110,545,105,54,0.000101,-1
0,544,215,55,0.000357,-1
87,556,80,43,0.000660,-1
554,263,72,140,0.002367,-1
420,0,79,61,0.000543,-1
508,112,57,112,0.000041,-1
577,296,42,71,0.001798,-1
274,168,88,34,0.017277,-1
0,362,799,237,0.003331,-1
428,0,106,61,0.000088,-1
663,208,136,132,0.000372,-1
244,299,69,54,0.000032,-1
644,0,155,223,0.000091,-1
420,0,279,124,0.000275,-1
463,0,236,124,0.000177,-1
508,112,60,115,0.000127,-1
391,88,56,33,0.000003,-1
128,371,100,54,0.000864,-1
169,353,111,51,0.000243,-1
0,163,89,31,0.000102,-1
0,488,249,111,0.000072,-1
96,385,88,48,0.001845,-1
595,304,31,99,0.000318,-1
554,263,47,104,0.006040,-1
577,285,222,137,0.001655,-1
608,294,191,105,0.000387,-1
554,263,169,151,0.022735,-1
487,85,167,153,0.446088,-1
436,235,62,46,0.000123,-1
517,85,88,142,0.016282,-1
489,60,77,64,0.001679,-1
626,92,36,107,0.000243,-1
423,132,52,85,0.000015,-1
326,67,170,67,0.000015,-1
426,28,66,54,0.000930,-1
326,0,473,403,0.000191,-1
663,208,136,78,0.000508,-1
